property_id,purpose,city,location,beds,baths,area_yard,price,date_added
Property_5555,Sale,Karachi,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",10,6,240 Sq. Yd.,,2025-04-22
Property_5556,Sale,Karachi,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,6.5 Crore,2025-04-22
Property_5557,Sale,Karachi,"DHA Phase 5, DHA Defence",5,6,"1,332 Sq. Yd.",16 Crore,2025-04-22
Property_5558,Sale,Karachi,"Bahria Town - Precinct 16, Bahria Town Karachi",5,5,272 Sq. Yd.,29 Crore,2025-04-22
Property_5559,Sale,Karachi,"P & T Housing Society, Korangi",9,6,600 Sq. Yd.,2.4 Crore,2025-04-22
Property_5560,Sale,Karachi,"DHA Phase 1, DHA Defence",4,3,127 Sq. Yd.,6 Crore,2025-04-22
Property_5561,Sale,Karachi,"Creek Vista, DHA Phase 8",4,5,418 Sq. Yd.,4 Crore,2025-04-22
Property_5562,Sale,Karachi,"Clifton - Block 8, Clifton",4,4,250 Sq. Yd.,8.25 Crore,2025-04-22
Property_5563,Sale,Karachi,"DHA Phase 7, DHA Defence",4,5,600 Sq. Yd.,11.5 Crore,2025-04-22
Property_5564,Sale,Karachi,"Bufferzone - Sector 15-A/5, Buffer Zone",4,4,120 Sq. Yd.,12.5 Crore,2025-04-22
Property_5565,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,2.35 Crore,2025-04-22
Property_5566,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,12 Crore,2025-04-22
Property_5567,Sale,Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,10.3 Crore,2025-04-22
Property_5568,Sale,Karachi,"Bahria Town - Precinct 8, Bahria Town Karachi",5,5,272 Sq. Yd.,1.67 Crore,2025-04-22
Property_5569,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,2.8 Crore,2025-04-22
Property_5570,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",2 Crore,2025-04-22
Property_5571,Sale,Karachi,"DHA Phase 5, DHA Defence",3,1,500 Sq. Yd.,22 Crore,2025-04-22
Property_5572,Sale,Karachi,"DHA Phase 8, DHA Defence",6,300 Sq. Yd.,,8.5 Crore,2025-04-22
Property_5573,Sale,Karachi,"DHA Phase 5, DHA Defence",3,2,500 Sq. Yd.,12 Crore,2025-04-22
Property_5574,Sale,Karachi,"DHA Phase 5, DHA Defence",3,2,541 Sq. Yd.,9.5 Crore,2025-04-22
Property_5575,Sale,Karachi,"DHA Phase 6, DHA Defence",4,2,250 Sq. Yd.,8.75 Crore,2025-04-22
Property_5576,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,2.3 Crore,2025-04-22
Property_5577,Sale,Karachi,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",3,3,150 Sq. Yd.,1.7 Crore,2025-04-22
Property_5578,Sale,Karachi,"Bahria Town - Precinct 27, Bahria Town Karachi",3,3,235 Sq. Yd.,1.6 Crore,2025-04-22
Property_5579,Sale,Karachi,"Bahria Town - Precinct 35, Bahria Sports City",3,3,350 Sq. Yd.,1.8 Crore,2025-04-22
Property_5580,Sale,Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,,2025-04-22
Property_5581,Sale,Karachi,"Bahria Paradise, Bahria Town Karachi",5,5,500 Sq. Yd.,1.82 Crore,2025-04-22
Property_5582,Sale,Karachi,"Bahria Sports City, Bahria Town Karachi",4,4,350 Sq. Yd.,4.3 Crore,2025-04-22
Property_5583,Sale,Karachi,"PECHS, Jamshed Town",5,5,150 Sq. Yd.,1.4 Crore,2025-04-22
Property_5584,Sale,Karachi,"DHA Phase 8, DHA Defence",4,4,100 Sq. Yd.,7.5 Crore,2025-04-22
Property_5585,Sale,Karachi,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",10,6,240 Sq. Yd.,5.5 Crore,2025-04-22
Property_5586,Sale,Karachi,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,6.5 Crore,2025-04-22
Property_5587,Sale,Karachi,"DHA Phase 5, DHA Defence",5,6,"1,332 Sq. Yd.",16 Crore,2025-04-22
Property_5588,Sale,Karachi,"Bahria Town - Precinct 16, Bahria Town Karachi",5,5,272 Sq. Yd.,29 Crore,2025-04-22
Property_5589,Sale,Karachi,"P & T Housing Society, Korangi",9,6,600 Sq. Yd.,2.4 Crore,2025-04-22
Property_5590,Sale,Karachi,"DHA Phase 1, DHA Defence",4,3,127 Sq. Yd.,6 Crore,2025-04-22
Property_5591,Sale,Karachi,"Creek Vista, DHA Phase 8",4,5,418 Sq. Yd.,4 Crore,2025-04-22
Property_5592,Sale,Karachi,"Clifton - Block 8, Clifton",4,4,250 Sq. Yd.,8.25 Crore,2025-04-22
Property_5593,Sale,Karachi,"DHA Phase 7, DHA Defence",4,5,600 Sq. Yd.,11.5 Crore,2025-04-22
Property_5594,Sale,Karachi,"Bufferzone - Sector 15-A/5, Buffer Zone",4,4,120 Sq. Yd.,12.5 Crore,2025-04-22
Property_5595,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,2.35 Crore,2025-04-22
Property_5596,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,12 Crore,2025-04-22
Property_5597,Sale,Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,10.3 Crore,2025-04-22
Property_5598,Sale,Karachi,"Bahria Town - Precinct 8, Bahria Town Karachi",5,5,272 Sq. Yd.,1.67 Crore,2025-04-22
Property_5599,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,2.8 Crore,2025-04-22
Property_5600,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",2 Crore,2025-04-22
Property_5601,Sale,Karachi,"DHA Phase 6, DHA Defence",250 Sq. Yd.,,,6 Crore,2025-04-22
Property_5602,Sale,Karachi,"DHA Phase 7, DHA Defence",3,1,300 Sq. Yd.,8 Crore,2025-04-22
Property_5603,Sale,Karachi,"DHA Phase 7, DHA Defence",3,2,300 Sq. Yd.,9 Crore,2025-04-22
Property_5604,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",3,1,100 Sq. Yd.,3.25 Crore,2025-04-22
Property_5605,Sale,Karachi,"DHA Phase 6, DHA Defence",6,4,"1,000 Sq. Yd.",,2025-04-22
Property_5606,Sale,Karachi,"DHA Phase 5, DHA Defence",5,2,500 Sq. Yd.,28 Crore,2025-04-22
Property_5607,Sale,Karachi,"DHA Phase 5, DHA Defence",5,2,500 Sq. Yd.,10 Crore,2025-04-22
Property_5608,Sale,Karachi,"DHA Phase 6, DHA Defence",4,500 Sq. Yd.,,11.25 Crore,2025-04-22
Property_5609,Sale,Karachi,"DHA Phase 8, DHA Defence",3,1,500 Sq. Yd.,13.25 Crore,2025-04-22
Property_5610,Sale,Karachi,"DHA Phase 6, DHA Defence",3,2,500 Sq. Yd.,11 Crore,2025-04-22
Property_5611,Sale,Karachi,"DHA Phase 8, DHA Defence",3,2,501 Sq. Yd.,10.5 Crore,2025-04-22
Property_5612,Sale,Karachi,"DHA Phase 4, DHA Defence",3,1,300 Sq. Yd.,12 Crore,2025-04-22
Property_5613,Sale,Karachi,"DHA Phase 6, DHA Defence",3,3,500 Sq. Yd.,9 Crore,2025-04-22
Property_5614,Sale,Karachi,"DHA Phase 5, DHA Defence",3,500 Sq. Yd.,,11.5 Crore,2025-04-22
Property_5615,Sale,Karachi,"Scheme 33, Karachi",4,6,120 Sq. Yd.,10 Crore,2025-04-22
Property_5616,Sale,Karachi,"DHA Phase 2, DHA Defence",3,850 Sq. Yd.,,2.5 Crore,2025-04-22
Property_5617,Sale,Karachi,"PECHS Block 6, PECHS",180 Sq. Yd.,,,16.5 Crore,2025-04-22
Property_5618,Sale,Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,4.5 Crore,2025-04-22
Property_5619,Sale,Karachi,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",8,7,400 Sq. Yd.,1.3 Crore,2025-04-22
Property_5620,Sale,Karachi,"Gulshan-e-Maymar, Gadap Town",6,6,120 Sq. Yd.,6.8 Crore,2025-04-22
Property_5621,Sale,Karachi,"Bahria Town - Precinct 17, Bahria Town Karachi",5,5,500 Sq. Yd.,2.2 Crore,2025-04-22
Property_5622,Sale,Karachi,"Bahria Sports City, Bahria Town Karachi",3,3,350 Sq. Yd.,5.2 Crore,2025-04-22
Property_5623,Sale,Karachi,"Bahria Town - Precinct 27, Bahria Town Karachi",3,3,125 Sq. Yd.,1.7 Crore,2025-04-22
Property_5624,Sale,Karachi,"Bahria Town Karachi, Karachi",3,4,125 Sq. Yd.,1.08 Crore,2025-04-22
Property_5625,Sale,Karachi,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,1.65 Crore,2025-04-22
Property_5626,Sale,Karachi,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,1.8 Crore,2025-04-21
Property_5627,Sale,Karachi,"Pakistan Scientists Cooperative Housing Society, Scheme 33 - Sector 17-A",4,5,144 Sq. Yd.,3.5 Crore,2025-04-23
Property_5628,Sale,Karachi,"PECHS Block 2, PECHS",6,5,300 Sq. Yd.,12 Crore,2025-04-23
Property_5629,Sale,Karachi,"DHA Phase 6, DHA Defence",4,4,300 Sq. Yd.,7.5 Crore,2025-04-23
Property_5630,Sale,Karachi,"Gulshan-e-Maymar - Sector Y, Gulshan-e-Maymar",6,7,200 Sq. Yd.,,2025-04-23
Property_5631,Sale,Karachi,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",3,3,60 Sq. Yd.,2.64 Crore,2025-04-23
Property_5632,Sale,Karachi,"Karachi University Housing Society, Scheme 33",6,6,240 Sq. Yd.,1.3 Crore,2025-04-23
Property_5633,Sale,Karachi,"DHA Phase 8, DHA Defence",4,5,150 Sq. Yd.,5.25 Crore,2025-04-23
Property_5634,Sale,Karachi,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",2,2,90 Sq. Yd.,7.5 Crore,2025-04-23
Property_5635,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",79 Lakh,2025-04-23
Property_5636,Sale,Karachi,"PECHS Block 6, PECHS",6,6,250 Sq. Yd.,28 Crore,2025-04-23
Property_5637,Sale,Karachi,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",6,6,240 Sq. Yd.,9.5 Crore,2025-04-23
Property_5638,Sale,Karachi,"Saadi Town - Block 5, Saadi Town",4,5,120 Sq. Yd.,5.75 Crore,2025-04-23
Property_5639,Sale,Karachi,"Saadi Town, Scheme 33",6,6,240 Sq. Yd.,2.18 Crore,2025-04-23
Property_5640,Sale,Karachi,"Bahria Town - Precinct 4, Bahria Town Karachi",6,6,500 Sq. Yd.,4.25 Crore,2025-04-22
Property_5641,Sale,Karachi,"Naya Nazimabad - Block A, Naya Nazimabad",5,4,120 Sq. Yd.,6.5 Crore,2025-04-22
Property_5642,Sale,Karachi,"PECHS Block 6, PECHS",5,5,250 Sq. Yd.,3.25 Crore,2025-04-22
Property_5643,Sale,Karachi,"Mashraqi Society, Scheme 33 - Sector 52-A",6,6,120 Sq. Yd.,11 Crore,2025-04-22
Property_5644,Sale,Karachi,"Meerut Society, Scheme 33",5,6,400 Sq. Yd.,1.75 Crore,2025-04-22
Property_5645,Sale,Karachi,"DHA Phase 5, DHA Defence",500 Sq. Yd.,,,5.8 Crore,2025-04-22
Property_5646,Sale,Karachi,"PIA Housing Society, Faisal Cantonment",8,7,400 Sq. Yd.,16.5 Crore,2025-04-22
Property_5647,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,5.8 Crore,2025-04-22
Property_5648,Sale,Karachi,"Jinnah Housing Society, PECHS",5,5,150 Sq. Yd.,13 Crore,2025-04-22
Property_5649,Sale,Karachi,"KDA Scheme 1, Karachi",5,6,600 Sq. Yd.,8 Crore,2025-04-23
Property_5650,Sale,Karachi,"Sector 32 - Punjabi Saudagar City Phase 1, Scheme 33 - Sector 32",2,3,120 Sq. Yd.,22 Crore,2025-04-23
Property_5651,Sale,Karachi,"Ahsan Dreamland, Scheme 33",2,2,"1,080 Sq. Yd.",2.26 Crore,2024-05-31
Property_5652,Sale,Karachi,"Ahsan Dreamland, Scheme 33",2,2,"1,600 Sq. Yd.",2 Crore,2024-05-31
Property_5653,Sale,Karachi,"Ahsan Dreamland, Scheme 33",2,2,"1,600 Sq. Yd.",2 Crore,2024-05-31
Property_5654,Sale,Karachi,"Ahsan Dreamland, Scheme 33",2,2,"1,080 Sq. Yd.",2.26 Crore,2024-05-31
Property_5655,Sale,Karachi,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,,2025-04-21
Property_5656,Sale,Karachi,"Pakistan Scientists Cooperative Housing Society, Scheme 33 - Sector 17-A",4,5,144 Sq. Yd.,1.8 Crore,2025-04-23
Property_5657,Sale,Karachi,"PECHS Block 2, PECHS",6,5,300 Sq. Yd.,3.5 Crore,2025-04-23
Property_5658,Sale,Karachi,"DHA Phase 6, DHA Defence",4,4,300 Sq. Yd.,12 Crore,2025-04-23
Property_5659,Sale,Karachi,"Gulshan-e-Maymar - Sector Y, Gulshan-e-Maymar",6,7,200 Sq. Yd.,7.5 Crore,2025-04-23
Property_5660,Sale,Karachi,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",3,3,60 Sq. Yd.,2.64 Crore,2025-04-23
Property_5661,Sale,Karachi,"Karachi University Housing Society, Scheme 33",6,6,240 Sq. Yd.,1.3 Crore,2025-04-23
Property_5662,Sale,Karachi,"DHA Phase 8, DHA Defence",4,5,150 Sq. Yd.,5.25 Crore,2025-04-23
Property_5663,Sale,Karachi,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",2,2,90 Sq. Yd.,7.5 Crore,2025-04-23
Property_5664,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",79 Lakh,2025-04-23
Property_5665,Sale,Karachi,"PECHS Block 6, PECHS",6,6,250 Sq. Yd.,28 Crore,2025-04-23
Property_5666,Sale,Karachi,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",6,6,240 Sq. Yd.,9.5 Crore,2025-04-23
Property_5667,Sale,Karachi,"Saadi Town - Block 5, Saadi Town",4,5,120 Sq. Yd.,5.75 Crore,2025-04-23
Property_5668,Sale,Karachi,"Saadi Town, Scheme 33",6,6,240 Sq. Yd.,2.18 Crore,2025-04-23
Property_5669,Sale,Karachi,"Bahria Town - Precinct 4, Bahria Town Karachi",6,6,500 Sq. Yd.,4.25 Crore,2025-04-22
Property_5670,Sale,Karachi,"Naya Nazimabad - Block A, Naya Nazimabad",5,4,120 Sq. Yd.,6.5 Crore,2025-04-22
Property_5671,Sale,Karachi,"PECHS Block 6, PECHS",5,5,250 Sq. Yd.,3.25 Crore,2025-04-22
Property_5672,Sale,Karachi,"Mashraqi Society, Scheme 33 - Sector 52-A",6,6,120 Sq. Yd.,11 Crore,2025-04-22
Property_5673,Sale,Karachi,"Meerut Society, Scheme 33",5,6,400 Sq. Yd.,1.75 Crore,2025-04-22
Property_5674,Sale,Karachi,"DHA Phase 5, DHA Defence",500 Sq. Yd.,,,5.8 Crore,2025-04-22
Property_5675,Sale,Karachi,"PIA Housing Society, Faisal Cantonment",8,7,400 Sq. Yd.,16.5 Crore,2025-04-22
Property_5676,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,13 Crore,2025-04-22
Property_5677,Sale,Karachi,"Jinnah Housing Society, PECHS",5,5,150 Sq. Yd.,8 Crore,2025-04-22
Property_5678,Sale,Karachi,"KDA Scheme 1, Karachi",5,6,600 Sq. Yd.,22 Crore,2025-04-23
Property_5679,Sale,Karachi,"Sector 32 - Punjabi Saudagar City Phase 1, Scheme 33 - Sector 32",2,3,120 Sq. Yd.,1.76 Crore,2025-04-23
Property_5680,Sale,Karachi,"DHA Phase 5, DHA Defence",5,5,500 Sq. Yd.,,2025-04-23
Property_5681,Sale,Karachi,"Falcon Complex New Malir, Malir",4,4,350 Sq. Yd.,20 Crore,2025-04-23
Property_5682,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,8.5 Crore,2025-04-23
Property_5683,Sale,Karachi,"North Nazimabad - Block A, North Nazimabad",6,6,600 Sq. Yd.,11.75 Crore,2025-04-23
Property_5684,Sale,Karachi,"DHA Phase 6, DHA Defence",4,6,250 Sq. Yd.,12 Crore,2025-04-23
Property_5685,Sale,Karachi,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",7,7,300 Sq. Yd.,7 Crore,2025-04-23
Property_5686,Sale,Karachi,"DHA Phase 5, DHA Defence",4,5,500 Sq. Yd.,7.25 Crore,2025-04-23
Property_5687,Sale,Karachi,"Hansa Society, Scheme 33",6,6,120 Sq. Yd.,10.5 Crore,2025-04-23
Property_5688,Sale,Karachi,"DHA Phase 8, DHA Defence",7,7,500 Sq. Yd.,2.85 Crore,2025-04-23
Property_5689,Sale,Karachi,"Saadi Garden - Block 5, Saadi Garden",2,2,120 Sq. Yd.,24 Crore,2025-04-23
Property_5690,Sale,Karachi,"DHA Phase 1, DHA Defence",4,4,"1,000 Sq. Yd.",1.55 Crore,2025-04-23
Property_5691,Sale,Karachi,"Saima Villas, Karachi Motorway",3,3,120 Sq. Yd.,11 Crore,2025-04-22
Property_5692,Sale,Karachi,"Rimjhim VIllas, Scheme 33",3,3,120 Sq. Yd.,1.1 Crore,2025-04-22
Property_5693,Sale,Karachi,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",7,6,60 Sq. Yd.,1.55 Crore,2025-04-22
Property_5694,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",1.7 Crore,2025-04-22
Property_5695,Sale,Karachi,"DHA Phase 4, DHA Defence",4,5,300 Sq. Yd.,42 Crore,2025-04-22
Property_5696,Sale,Karachi,"North Nazimabad - Block J, North Nazimabad",3,3,400 Sq. Yd.,8.75 Crore,2025-04-22
Property_5697,Sale,Karachi,"North Karachi - Sector 5-C, North Karachi",10,4,120 Sq. Yd.,5.8 Crore,2025-04-23
Property_5698,Sale,Karachi,"DHA Phase 1, DHA Defence",4,5,"1,000 Sq. Yd.",2.1 Crore,2025-04-23
Property_5699,Sale,Karachi,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6,6,240 Sq. Yd.,14.5 Crore,2025-04-23
Property_5700,Sale,Karachi,"DHA Phase 7, DHA Defence",5,5,600 Sq. Yd.,5.8 Crore,2025-04-23
Property_5701,Sale,Karachi,"North Nazimabad - Block D, North Nazimabad",8,7,410 Sq. Yd.,10.5 Crore,2025-04-23
Property_5702,Sale,Karachi,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",8,7,240 Sq. Yd.,6.1 Crore,2025-04-23
Property_5703,Sale,Karachi,"North Nazimabad - Block C, North Nazimabad",6,5,400 Sq. Yd.,8 Crore,2025-04-23
Property_5704,Sale,Karachi,"North Nazimabad - Block R, North Nazimabad",6,6,470 Sq. Yd.,7.5 Crore,2025-04-23
Property_5705,Sale,Karachi,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar",4,6,90 Sq. Yd.,,2025-04-23
Property_5706,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,1.75 Crore,2025-04-23
Property_5707,Sale,Karachi,"Saadi Garden, Scheme 33",3,4,120 Sq. Yd.,2.25 Crore,2025-04-23
Property_5708,Sale,Karachi,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",4,4,240 Sq. Yd.,1.58 Crore,2025-04-23
Property_5709,Sale,Karachi,"Saadi Town - Block 5, Saadi Town",6,6,240 Sq. Yd.,5.25 Crore,2025-04-23
Property_5710,Sale,Karachi,"Federal B Area - Block 17, Federal B Area",120 Sq. Yd.,,,3.85 Crore,2025-04-23
Property_5711,Sale,Karachi,"Defence View Society, Karachi",4,4,80 Sq. Yd.,2.5 Crore,2025-04-22
Property_5712,Sale,Karachi,"Defence View Society, Karachi",5,4,80 Sq. Yd.,1.7 Crore,2025-04-22
Property_5713,Sale,Karachi,"Askari 5, Malir Cantonment",5,6,375 Sq. Yd.,1.8 Crore,2025-04-22
Property_5714,Sale,Karachi,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar",5,6,200 Sq. Yd.,8.5 Crore,2025-04-22
Property_5715,Sale,Karachi,"Federal B Area - Block 14, Federal B Area",1,1,120 Sq. Yd.,2.15 Crore,2025-04-22
Property_5716,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",6,6,600 Sq. Yd.,2.8 Crore,2025-04-22
Property_5717,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",6,7,256 Sq. Yd.,11 Crore,2025-04-22
Property_5718,Sale,Karachi,"North Nazimabad - Block H, North Nazimabad",6,6,240 Sq. Yd.,5.25 Crore,2025-04-22
Property_5719,Sale,Karachi,"Naya Nazimabad, Karachi",4,4,120 Sq. Yd.,7.25 Crore,2025-04-21
Property_5720,Sale,Karachi,"North Nazimabad - Block B, North Nazimabad",6,6,500 Sq. Yd.,2.65 Crore,2025-04-21
Property_5721,Sale,Karachi,"North Nazimabad - Block J, North Nazimabad",3,3,635 Sq. Yd.,15.75 Crore,2025-04-21
Property_5722,Sale,Karachi,"North Nazimabad - Block F, North Nazimabad",6,6,500 Sq. Yd.,12 Crore,2025-04-21
Property_5723,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",3,3,600 Sq. Yd.,16 Crore,2025-04-21
Property_5724,Sale,Karachi,"North Nazimabad, Karachi",4,4,200 Sq. Yd.,8.25 Crore,2025-04-21
Property_5725,Sale,Karachi,"Defence View Phase 2, Defence View Society",4,4,120 Sq. Yd.,3.6 Crore,2025-04-22
Property_5726,Sale,Karachi,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",8,7,240 Sq. Yd.,6.1 Crore,2025-04-23
Property_5727,Sale,Karachi,"North Nazimabad - Block C, North Nazimabad",6,5,400 Sq. Yd.,8 Crore,2025-04-23
Property_5728,Sale,Karachi,"North Nazimabad - Block R, North Nazimabad",6,6,470 Sq. Yd.,7.5 Crore,2025-04-23
Property_5729,Sale,Karachi,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar",4,6,90 Sq. Yd.,1.75 Crore,2025-04-23
Property_5730,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,,2025-04-23
Property_5731,Sale,Karachi,"Saadi Garden, Scheme 33",3,4,120 Sq. Yd.,2.25 Crore,2025-04-23
Property_5732,Sale,Karachi,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",4,4,240 Sq. Yd.,1.58 Crore,2025-04-23
Property_5733,Sale,Karachi,"Saadi Town - Block 5, Saadi Town",6,6,240 Sq. Yd.,5.25 Crore,2025-04-23
Property_5734,Sale,Karachi,"Federal B Area - Block 17, Federal B Area",120 Sq. Yd.,,,3.85 Crore,2025-04-23
Property_5735,Sale,Karachi,"Defence View Society, Karachi",4,4,80 Sq. Yd.,2.5 Crore,2025-04-22
Property_5736,Sale,Karachi,"Defence View Society, Karachi",5,4,80 Sq. Yd.,1.7 Crore,2025-04-22
Property_5737,Sale,Karachi,"Askari 5, Malir Cantonment",5,6,375 Sq. Yd.,1.8 Crore,2025-04-22
Property_5738,Sale,Karachi,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar",5,6,200 Sq. Yd.,8.5 Crore,2025-04-22
Property_5739,Sale,Karachi,"Federal B Area - Block 14, Federal B Area",1,1,120 Sq. Yd.,2.15 Crore,2025-04-22
Property_5740,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",6,6,600 Sq. Yd.,2.8 Crore,2025-04-22
Property_5741,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",6,7,256 Sq. Yd.,11 Crore,2025-04-22
Property_5742,Sale,Karachi,"North Nazimabad - Block H, North Nazimabad",6,6,240 Sq. Yd.,5.25 Crore,2025-04-22
Property_5743,Sale,Karachi,"Naya Nazimabad, Karachi",4,4,120 Sq. Yd.,7.25 Crore,2025-04-21
Property_5744,Sale,Karachi,"North Nazimabad - Block B, North Nazimabad",6,6,500 Sq. Yd.,2.65 Crore,2025-04-21
Property_5745,Sale,Karachi,"North Nazimabad - Block J, North Nazimabad",3,3,635 Sq. Yd.,15.75 Crore,2025-04-21
Property_5746,Sale,Karachi,"North Nazimabad - Block F, North Nazimabad",6,6,500 Sq. Yd.,12 Crore,2025-04-21
Property_5747,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",3,3,600 Sq. Yd.,16 Crore,2025-04-21
Property_5748,Sale,Karachi,"North Nazimabad, Karachi",4,4,200 Sq. Yd.,8.25 Crore,2025-04-21
Property_5749,Sale,Karachi,"Defence View Phase 2, Defence View Society",4,4,120 Sq. Yd.,3.6 Crore,2025-04-22
Property_5750,Sale,Karachi,"Defence View Society, Karachi",11,7,120 Sq. Yd.,2.35 Crore,2025-04-22
Property_5751,Sale,Karachi,"North Nazimabad - Block F, North Nazimabad",6,6,500 Sq. Yd.,16 Crore,2025-04-21
Property_5752,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",3,3,600 Sq. Yd.,8.25 Crore,2025-04-21
Property_5753,Sale,Karachi,"North Nazimabad, Karachi",4,4,200 Sq. Yd.,3.6 Crore,2025-04-21
Property_5754,Sale,Karachi,"Defence View Phase 2, Defence View Society",4,4,120 Sq. Yd.,2.35 Crore,2025-04-22
Property_5755,Sale,Karachi,"Defence View Society, Karachi",11,7,120 Sq. Yd.,,2025-04-22
Property_5756,Sale,Karachi,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",8,7,400 Sq. Yd.,3.5 Crore,2025-04-22
Property_5757,Sale,Karachi,"KAECHS - Block 1, Karachi Administration Employees Society",3,3,225 Sq. Yd.,8.3 Crore,2025-04-22
Property_5758,Sale,Karachi,"KDA Scheme 1, Karachi",10,7,600 Sq. Yd.,7.5 Crore,2025-04-23
Property_5759,Sale,Karachi,"Tipu Sultan Road, Karachi",6,5,500 Sq. Yd.,32 Crore,2025-04-23
Property_5760,Sale,Karachi,"DHA Phase 6, DHA Defence",7,4,"1,000 Sq. Yd.",18.5 Crore,2025-04-23
Property_5761,Sale,Karachi,"DHA Phase 8, DHA Defence",5,5,500 Sq. Yd.,21.5 Crore,2025-04-23
Property_5762,Sale,Karachi,"DHA Phase 8, DHA Defence",5,5,500 Sq. Yd.,14.5 Crore,2025-04-23
Property_5763,Sale,Karachi,"KDA Scheme 1, Karachi",5,4,560 Sq. Yd.,20 Crore,2025-04-23
Property_5764,Sale,Karachi,"KDA Scheme 1, Karachi",5,5,504 Sq. Yd.,19 Crore,2025-04-23
Property_5765,Sale,Karachi,"KDA Scheme 1 Extension, Karachi",3,3,780 Sq. Yd.,17.9 Crore,2025-04-23
Property_5766,Sale,Karachi,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",4,5,200 Sq. Yd.,22.5 Crore,2025-04-23
Property_5767,Sale,Karachi,"Askari 5 - Sector H, Askari 5",5,6,427 Sq. Yd.,4.2 Crore,2025-04-23
