property_id,purpose,city,location,beds,baths,area_yard,price,date_added
Property_1,Sale,Karachi,"Madras Cooperative Housing Society, Scheme 33 - Sector 17-A",8,7,400 Sq. Yd.,7 Crore,2025-04-26
Property_2,Sale,Karachi,"Karachi University Housing Society, Scheme 33",6,7,240 Sq. Yd.,5.15 Crore,2025-04-26
Property_3,Sale,Karachi,"DHA Phase 8 - Zone A, DHA Phase 8",4,4,500 Sq. Yd.,13 Crore,2025-04-26
Property_4,Sale,Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,4,125 Sq. Yd.,1.45 Crore,2025-04-26
Property_5,Sale,Karachi,"Bahria Sports City, Bahria Town Karachi",4,5,350 Sq. Yd.,,2025-04-26
Property_6,Sale,Karachi,"Gwalior Cooperative Housing Society, Scheme 33",4,5,120 Sq. Yd.,1.92 Crore,2025-04-26
Property_7,Sale,Karachi,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6,7,207 Sq. Yd.,2.75 Crore,2025-04-26
Property_8,Sale,Karachi,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",5,5,400 Sq. Yd.,5.5 Crore,2025-04-26
Property_9,Sale,Karachi,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",5,5,90 Sq. Yd.,5.65 Crore,2025-04-26
Property_10,Sale,Karachi,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,1.5 Crore,2025-04-26
Property_11,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,6.5 Crore,2025-04-26
Property_12,Sale,Karachi,"DHA Phase 8, DHA Defence",6,7,500 Sq. Yd.,11 Crore,2025-04-26
Property_13,Sale,Karachi,"DHA Phase 6, DHA Defence",5,5,500 Sq. Yd.,13 Crore,2025-04-26
Property_14,Sale,Karachi,"Kings Garden, Gulistan-e-Jauhar",4,4,120 Sq. Yd.,14 Crore,2025-04-26
Property_15,Sale,Karachi,"Punjabi Saudagar Society Phase 2, Scheme 33 - Sector 50",4,4,120 Sq. Yd.,2.8 Crore,2025-04-26
Property_16,Sale,Karachi,"Scheme 45, Karachi",4,2,60 Sq. Yd.,2.2 Crore,2025-04-26
Property_17,Sale,Karachi,"Saadi Town, Scheme 33",4,4,240 Sq. Yd.,32 Lakh,2025-04-26
Property_18,Sale,Karachi,"Bahria Town - Precinct 27, Bahria Town Karachi",3,3,235 Sq. Yd.,2.9 Crore,2025-04-26
Property_19,Sale,Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,1.42 Crore,2025-04-26
Property_20,Sale,Karachi,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6,7,200 Sq. Yd.,1.26 Crore,2025-04-26
Property_21,Sale,Karachi,"Karachi University Housing Society, Scheme 33",6,7,240 Sq. Yd.,4.6 Crore,2025-04-26
Property_22,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,5.5 Crore,2025-04-26
Property_23,Sale,Karachi,"KDA Scheme 1, Karachi",5,6,650 Sq. Yd.,11.5 Crore,2025-04-26
Property_24,Sale,Karachi,"Gulshan-e-Maymar - Sector W, Gulshan-e-Maymar",6,6,400 Sq. Yd.,22 Crore,2025-04-26
Property_25,Sale,Karachi,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",4,4,120 Sq. Yd.,8 Crore,2025-04-26
Property_26,Sale,Karachi,"Bahria Hills, Bahria Town Karachi",6,6,500 Sq. Yd.,8.5 Crore,2025-04-26
Property_27,Sale,Karachi,"Bahria Town Karachi, Karachi",280 Sq. Yd.,,,3.4 Crore,2025-04-26
Property_28,Sale,Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,1.67 Crore,2025-04-26
Property_29,Sale,Karachi,"Gulshan-e-Iqbal Town, Karachi",6,6,500 Sq. Yd.,13 Crore,2025-04-26
Property_30,Sale,Karachi,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",6,6,120 Sq. Yd.,,2025-04-26
Property_31,Sale,Karachi,"North Nazimabad - Block N, North Nazimabad",7,7,256 Sq. Yd.,4 Crore,2025-04-26
Property_32,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,5.25 Crore,2025-04-26
Property_33,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,8 Crore,2025-04-26
Property_34,Sale,Karachi,"DHA Phase 4, DHA Defence",5,6,300 Sq. Yd.,9.8 Crore,2025-04-26
Property_35,Sale,Karachi,"Etawa Society, Scheme 33 - Sector 52-A",6,6,240 Sq. Yd.,12.75 Crore,2025-04-26
Property_36,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",4.4 Crore,2025-04-26
Property_37,Sale,Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,22.5 Crore,2025-04-26
Property_38,Sale,Karachi,"North Nazimabad - Block N, North Nazimabad",6,6,256 Sq. Yd.,1.66 Crore,2025-04-26
Property_39,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,4.95 Crore,2025-04-26
Property_40,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,7.6 Crore,2025-04-26
Property_41,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,9.75 Crore,2025-04-26
Property_42,Sale,Karachi,"Falcon Complex New Malir, Malir",5,6,500 Sq. Yd.,7.35 Crore,2025-04-26
Property_43,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.5 Crore,2025-04-26
Property_44,Sale,Karachi,"Bahria Town - Precinct 10-B, Bahria Town Karachi",3,3,152 Sq. Yd.,11.5 Crore,2025-04-26
Property_45,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,1.28 Crore,2025-04-26
Property_46,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",14.5 Crore,2025-04-26
Property_47,Sale,Karachi,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,152 Sq. Yd.,36.5 Crore,2025-04-26
Property_48,Sale,Karachi,"DHA City - Sector 1, DHA City Karachi",5,5,200 Sq. Yd.,1.25 Crore,2025-04-26
Property_49,Sale,Karachi,"Bahria Town - Precinct 1, Bahria Town Karachi",5,5,272 Sq. Yd.,2.99 Crore,2025-04-26
Property_50,Sale,Karachi,"Saadi Town, Scheme 33",3,3,240 Sq. Yd.,1.95 Crore,2025-04-26
Property_51,Sale,Karachi,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",4,4,120 Sq. Yd.,6 Crore,2025-04-26
Property_52,Sale,Karachi,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",28 Crore,2025-04-26
Property_53,Sale,Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,4,200 Sq. Yd.,1.52 Crore,2025-04-26
Property_54,Sale,Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi",3,4,235 Sq. Yd.,1.08 Crore,2025-04-26
Property_55,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,,2025-04-26
Property_56,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,9.8 Crore,2025-04-26
Property_57,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.3 Crore,2025-04-26
Property_58,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,9.95 Crore,2025-04-26
Property_59,Sale,Karachi,"North Nazimabad - Block F, North Nazimabad",7,6,"1,000 Sq. Yd.",9.85 Crore,2025-04-26
Property_60,Sale,Karachi,"Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima",6,7,400 Sq. Yd.,21 Crore,2025-04-26
Property_61,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,6.5 Crore,2025-04-26
Property_62,Sale,Karachi,"DHA Phase 8, DHA Defence",7,7,"1,000 Sq. Yd.",19 Crore,2025-04-26
Property_63,Sale,Karachi,"Bath Island, Karachi",4,5,333 Sq. Yd.,40 Crore,2025-04-26
Property_64,Sale,Karachi,"Pir Ahmed Zaman Town - Block 1, Pir Ahmed Zaman Town",4,6,120 Sq. Yd.,10 Crore,2025-04-26
Property_65,Sale,Karachi,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,1.4 Crore,2025-04-26
Property_66,Sale,Karachi,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,6.25 Crore,2025-04-26
Property_67,Sale,Karachi,"Bahria Town - Precinct 10-B, Bahria Town Karachi",3,3,152 Sq. Yd.,5.15 Crore,2025-04-26
Property_68,Sale,Karachi,"Bahria Town - Precinct 10-B, Bahria Town Karachi",3,3,152 Sq. Yd.,1.3 Crore,2025-04-26
Property_69,Sale,Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,1.15 Crore,2025-04-26
Property_70,Sale,Karachi,"DHA Phase 8, DHA Defence",6,7,500 Sq. Yd.,85 Lakh,2025-04-26
Property_71,Sale,Karachi,"Bahria Paradise, Bahria Town Karachi",5,5,500 Sq. Yd.,20 Crore,2025-04-26
Property_72,Sale,Karachi,"Bahria Town - Precinct 27, Bahria Town Karachi",3,3,125 Sq. Yd.,4.7 Crore,2025-04-26
Property_73,Sale,Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,1 Crore,2025-04-26
Property_74,Sale,Karachi,"Bahria Town - Precinct 8, Bahria Town Karachi",5,5,272 Sq. Yd.,1.7 Crore,2025-04-26
Property_75,Sale,Karachi,"Bufferzone - Sector 15-A/4, Buffer Zone",6,7,125 Sq. Yd.,2.9 Crore,2025-04-26
Property_76,Sale,Karachi,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,6.4 Crore,2025-04-26
Property_77,Sale,Karachi,"Bahria Town - Precinct 7, Bahria Town Karachi",8,7,"1,000 Sq. Yd.",10.75 Crore,2025-04-26
Property_78,Sale,Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,1.2 Crore,2025-04-26
Property_79,Sale,Karachi,"DHA Phase 8, DHA Defence",4,4,100 Sq. Yd.,5.8 Crore,2025-04-26
Property_80,Sale,Karachi,"Bahria Paradise, Bahria Town Karachi",5,5,500 Sq. Yd.,,2025-04-26
Property_81,Sale,Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,4.15 Crore,2025-04-26
Property_82,Sale,Karachi,"DHA Phase 7, DHA Defence",6,7,500 Sq. Yd.,1.7 Crore,2025-04-26
Property_83,Sale,Karachi,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6,6,240 Sq. Yd.,12.5 Crore,2025-04-26
Property_84,Sale,Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,6.25 Crore,2025-04-26
Property_85,Sale,Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,1.3 Crore,2025-04-26
Property_86,Sale,Karachi,"DHA Phase 8, DHA Defence",6,7,666 Sq. Yd.,1.65 Crore,2025-04-26
Property_87,Sale,Karachi,"Bahria Town Karachi, Karachi",5,6,350 Sq. Yd.,24 Crore,2025-04-26
Property_88,Sale,Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,125 Sq. Yd.,3.6 Crore,2025-04-26
Property_89,Sale,Karachi,"DHA Phase 5, DHA Defence",4,6,500 Sq. Yd.,1.05 Crore,2025-04-26
Property_90,Sale,Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,12.75 Crore,2025-04-26
Property_91,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,1.15 Crore,2025-04-26
Property_92,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,9.6 Crore,2025-04-26
Property_93,Sale,Karachi,"Bufferzone - Sector 15-A/4, Buffer Zone",6,6,125 Sq. Yd.,7.75 Crore,2025-04-26
Property_94,Sale,Karachi,"North Nazimabad - Block N, North Nazimabad",4,4,400 Sq. Yd.,4.5 Crore,2025-04-26
Property_95,Sale,Karachi,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",3,3,152 Sq. Yd.,6.55 Crore,2025-04-26
Property_96,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,1.6 Crore,2025-04-26
Property_97,Sale,Karachi,"Bahria Town Karachi, Karachi",5,6,500 Sq. Yd.,2.2 Crore,2025-04-26
Property_98,Sale,Karachi,"Bahria Town Karachi, Karachi",4,5,235 Sq. Yd.,7 Crore,2025-04-26
Property_99,Sale,Karachi,"Bahria Paradise, Bahria Town Karachi",5,6,500 Sq. Yd.,1.45 Crore,2025-04-26
Property_100,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,4.5 Crore,2025-04-26
Property_101,Sale,Karachi,"Falcon Complex New Malir, Malir",4,4,350 Sq. Yd.,8 Crore,2025-04-26
Property_102,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.1 Crore,2025-04-26
Property_103,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,9.75 Crore,2025-04-26
Property_104,Sale,Karachi,"Gulshan-e-Roomi, Faisal Cantonment",9,6,120 Sq. Yd.,2.75 Crore,2025-04-26
Property_105,Sale,Karachi,"Gulshan-e-Maymar - Sector W, Gulshan-e-Maymar",6,6,400 Sq. Yd.,,2025-04-26
Property_106,Sale,Karachi,"Bahria Town - Precinct 8, Bahria Town Karachi",6,6,272 Sq. Yd.,7.5 Crore,2025-04-26
Property_107,Sale,Karachi,"DHA Phase 8, DHA Defence",4,5,100 Sq. Yd.,3.4 Crore,2025-04-26
Property_108,Sale,Karachi,"Bahria Town - Precinct 1, Bahria Town Karachi",5,5,272 Sq. Yd.,4.75 Crore,2025-04-26
Property_109,Sale,Karachi,"Bahadurabad, Gulshan-e-Iqbal Town",4,4,380 Sq. Yd.,3.1 Crore,2025-04-26
Property_110,Sale,Karachi,"DHA City - Sector 9, DHA City Karachi",4,4,125 Sq. Yd.,14 Crore,2025-04-26
Property_111,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,2.8 Crore,2025-04-26
Property_112,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,7.4 Crore,2025-04-26
Property_113,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.5 Crore,2025-04-26
Property_114,Sale,Karachi,"North Nazimabad, Karachi",6,6,240 Sq. Yd.,9.9 Crore,2025-04-26
Property_115,Sale,Karachi,"PECHS Block 6, PECHS",5,5,240 Sq. Yd.,4.99 Crore,2025-04-26
Property_116,Sale,Karachi,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",8,6,500 Sq. Yd.,6.5 Crore,2025-04-26
Property_117,Sale,Karachi,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6,7,400 Sq. Yd.,12.5 Crore,2025-04-26
Property_118,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,13.5 Crore,2025-04-26
Property_119,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,7.85 Crore,2025-04-26
Property_120,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,8.25 Crore,2025-04-26
Property_121,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,9.45 Crore,2025-04-26
Property_122,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,11.3 Crore,2025-04-26
Property_123,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.5 Crore,2025-04-26
Property_124,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,11 Crore,2025-04-26
Property_125,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.5 Crore,2025-04-26
Property_126,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,7.25 Crore,2025-04-26
Property_127,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10 Crore,2025-04-26
Property_128,Sale,Karachi,"Naya Nazimabad - Block D, Naya Nazimabad",4,4,120 Sq. Yd.,3.2 Crore,2025-04-26
Property_129,Sale,Karachi,"Naya Nazimabad - Block C, Naya Nazimabad",4,4,120 Sq. Yd.,3.25 Crore,2025-04-26
Property_130,Sale,Karachi,"Naya Nazimabad - Block B, Naya Nazimabad",4,4,160 Sq. Yd.,,2025-04-26
Property_131,Sale,Karachi,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,4.2 Crore,2025-04-26
Property_132,Sale,Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,6.5 Crore,2025-04-26
Property_133,Sale,Karachi,"Bahria Sports City, Bahria Town Karachi",4,4,350 Sq. Yd.,1.35 Crore,2025-04-26
Property_134,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,1.85 Crore,2025-04-26
Property_135,Sale,Karachi,"Model Colony - Malir, Malir",6,6,100 Sq. Yd.,9.6 Crore,2025-04-26
Property_136,Sale,Karachi,"Bahria Town - Precinct 8, Bahria Town Karachi",5,6,350 Sq. Yd.,2.05 Crore,2025-04-26
Property_137,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,4.5 Crore,2025-04-26
Property_138,Sale,Karachi,"North Nazimabad - Block H, North Nazimabad",6,6,500 Sq. Yd.,2.4 Crore,2025-04-26
Property_139,Sale,Karachi,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6,6,240 Sq. Yd.,16 Crore,2025-04-26
Property_140,Sale,Karachi,"North Nazimabad - Block H, North Nazimabad",8,6,300 Sq. Yd.,7.5 Crore,2025-04-26
Property_141,Sale,Karachi,"Gulistan-e-Jauhar, Karachi",4,5,200 Sq. Yd.,9.3 Crore,2025-04-26
Property_142,Sale,Karachi,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",6,6,240 Sq. Yd.,2.7 Crore,2025-04-26
Property_143,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,6.5 Crore,2025-04-26
Property_144,Sale,Karachi,"Bahria Town Karachi, Karachi",4,5,350 Sq. Yd.,10 Crore,2025-04-26
Property_145,Sale,Karachi,"Bahria Town Karachi, Karachi",4,5,350 Sq. Yd.,2.25 Crore,2025-04-26
Property_146,Sale,Karachi,"Bahria Town Karachi, Karachi",3,3,200 Sq. Yd.,1.85 Crore,2025-04-26
Property_147,Sale,Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,1.85 Crore,2025-04-26
Property_148,Sale,Karachi,"Bahria Town - Precinct 4, Bahria Town Karachi",5,6,500 Sq. Yd.,1.82 Crore,2025-04-26
Property_149,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",6,6,600 Sq. Yd.,4 Crore,2025-04-26
Property_150,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",6,4,600 Sq. Yd.,11 Crore,2025-04-26
Property_151,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",6,7,200 Sq. Yd.,6.8 Crore,2025-04-26
Property_152,Sale,Karachi,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",20 Crore,2025-04-26
Property_153,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,13.5 Crore,2025-04-26
Property_154,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",25 Crore,2025-04-25
Property_155,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,,2025-04-25
Property_156,Sale,Karachi,"North Karachi - Sector 11A, North Karachi",5,4,100 Sq. Yd.,21 Crore,2025-04-26
Property_157,Sale,Karachi,"DHA Phase 1, DHA Defence",4,127 Sq. Yd.,,1.6 Crore,2025-04-26
Property_158,Sale,Karachi,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",6,6,400 Sq. Yd.,3.35 Crore,2025-04-26
Property_159,Sale,Karachi,"North Town Residency, Surjani Town",4,4,80 Sq. Yd.,8.99 Crore,2025-04-26
Property_160,Sale,Karachi,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",3,3,152 Sq. Yd.,1.35 Crore,2025-04-26
Property_161,Sale,Karachi,"Bahria Town - Precinct 1, Bahria Town Karachi",5,6,272 Sq. Yd.,1.7 Crore,2025-04-26
Property_162,Sale,Karachi,"Bahria Town - Precinct 1, Bahria Town Karachi",5,6,272 Sq. Yd.,3.6 Crore,2025-04-26
Property_163,Sale,Karachi,"DHA Phase 4, DHA Defence",5,5,300 Sq. Yd.,4.3 Crore,2025-04-26
Property_164,Sale,Karachi,"DHA Phase 4, DHA Defence",4,4,300 Sq. Yd.,14.5 Crore,2025-04-26
Property_165,Sale,Karachi,"DHA Phase 4, DHA Defence",4,4,300 Sq. Yd.,9.5 Crore,2025-04-26
Property_166,Sale,Karachi,"DHA Phase 4, DHA Defence",4,5,300 Sq. Yd.,8.5 Crore,2025-04-26
Property_167,Sale,Karachi,"Etawa Society, Scheme 33 - Sector 52-A",4,5,120 Sq. Yd.,9.75 Crore,2025-04-26
Property_168,Sale,Karachi,"Bahria Town - Precinct 27, Bahria Town Karachi",3,4,235 Sq. Yd.,2.2 Crore,2025-04-26
Property_169,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",6,6,600 Sq. Yd.,1.05 Crore,2025-04-26
Property_170,Sale,Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,4,200 Sq. Yd.,9.5 Crore,2025-04-26
Property_171,Sale,Karachi,"Bahria Town - Precinct 16, Bahria Town Karachi",5,5,272 Sq. Yd.,2 Crore,2025-04-26
Property_172,Sale,Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,2.35 Crore,2025-04-26
Property_173,Sale,Karachi,"Bahria Town - Precinct 6, Bahria Town Karachi",4,4,272 Sq. Yd.,1.62 Crore,2025-04-26
Property_174,Sale,Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,4.1 Crore,2025-04-26
Property_175,Sale,Karachi,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",4,4,120 Sq. Yd.,1.25 Crore,2025-04-26
Property_176,Sale,Karachi,"Bahria Town - Precinct 1, Bahria Town Karachi",5,6,272 Sq. Yd.,3.2 Crore,2025-04-25
Property_177,Sale,Karachi,"Bahria Sports City, Bahria Town Karachi",3,3,350 Sq. Yd.,1.8 Crore,2025-04-25
Property_178,Sale,Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12",4,4,125 Sq. Yd.,1.3 Crore,2025-04-25
Property_179,Sale,Karachi,"Khayaban-e-Shahbaz, DHA Phase 6",6,6,"2,000 Sq. Yd.",40 Crore,2025-04-25
Property_180,Sale,Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,,2025-04-25
Property_181,Sale,Karachi,"Model Colony - Malir, Malir",4,4,200 Sq. Yd.,1.3 Crore,2025-04-26
Property_182,Sale,Karachi,"Karachi Revenue Judicial CHS, Malir Link To Super Highway",7,7,240 Sq. Yd.,2.75 Crore,2025-04-26
Property_183,Sale,Karachi,"Defence View Phase 1, Defence View Society",5,6,200 Sq. Yd.,4.75 Crore,2025-04-26
Property_184,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,4.25 Crore,2025-04-25
Property_185,Sale,Karachi,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",4,5,120 Sq. Yd.,7.8 Crore,2025-04-25
Property_186,Sale,Karachi,"Bahria Town - Precinct 1, Bahria Town Karachi",5,6,272 Sq. Yd.,2.15 Crore,2025-04-26
Property_187,Sale,Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,4,200 Sq. Yd.,3.5 Crore,2025-04-26
Property_188,Sale,Karachi,"Etawa Society, Scheme 33 - Sector 52-A",9,6,200 Sq. Yd.,1.25 Crore,2025-04-26
Property_189,Sale,Karachi,"Suparco Cooperative Housing Society, Scheme 33 - Sector 52-A",6,6,120 Sq. Yd.,2.6 Crore,2025-04-26
Property_190,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,2.7 Crore,2025-04-26
Property_191,Sale,Karachi,"Shaaz Bungalows, Gulshan-e-Kaneez Fatima",6,6,120 Sq. Yd.,10 Crore,2025-04-26
Property_192,Sale,Karachi,"Falcon Complex New Malir, Malir",4,4,350 Sq. Yd.,2.6 Crore,2025-04-26
Property_193,Sale,Karachi,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",8,600 Sq. Yd.,,8 Crore,2025-04-26
Property_194,Sale,Karachi,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",4,5,120 Sq. Yd.,9.1 Crore,2025-04-26
Property_195,Sale,Karachi,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6,6,300 Sq. Yd.,2.35 Crore,2025-04-26
Property_196,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,7 Crore,2025-04-26
Property_197,Sale,Karachi,"DHA Phase 8, DHA Defence",5,5,500 Sq. Yd.,21 Crore,2025-04-26
Property_198,Sale,Karachi,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",9,6,280 Sq. Yd.,22.5 Crore,2025-04-26
Property_199,Sale,Karachi,"Bahria Sports City, Bahria Town Karachi",4,4,350 Sq. Yd.,6 Crore,2025-04-26
Property_200,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,1.55 Crore,2025-04-26
Property_201,Sale,Karachi,"Naya Nazimabad - Block C, Naya Nazimabad",3,3,135 Sq. Yd.,3.4 Crore,2025-04-24
Property_202,Sale,Karachi,"Naya Nazimabad - Block C, Naya Nazimabad",5,6,240 Sq. Yd.,5.4 Crore,2025-04-24
Property_203,Sale,Karachi,"Bahria Paradise - Precinct 51, Bahria Paradise",5,6,500 Sq. Yd.,3.8 Crore,2025-04-24
Property_204,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.15 Crore,2025-04-23
Property_205,Sale,Karachi,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,,2025-04-23
Property_206,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,6.45 Crore,2025-04-25
Property_207,Sale,Karachi,"DHA Phase 4, DHA Defence",4,5,300 Sq. Yd.,9.8 Crore,2025-04-25
Property_208,Sale,Karachi,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar",8,6,600 Sq. Yd.,8.4 Crore,2025-04-25
Property_209,Sale,Karachi,"Gulshan-e-Maymar - Sector V, Gulshan-e-Maymar",6,6,240 Sq. Yd.,11.5 Crore,2025-04-25
Property_210,Sale,Karachi,"Gulshan-e-Maymar - Sector U, Gulshan-e-Maymar",4,6,600 Sq. Yd.,4.4 Crore,2025-04-25
